kingdom	phylum	family	genus	specificepithet	country	stateprovince	county	present	query	response	first token top strings	first token top scores	question number
fungi	ascomycota	parmeliaceae	Parmotrema	crinitum	United States	Kentucky	Lewis	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No. Species Parmot'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	258
fungi	ascomycota	parmeliaceae	Parmotrema	crinitum	United States	Kentucky	Lewis	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No. Parmotre'	['No', '', '', '\x00', '']	['35', '-inf', '-inf', '-inf', '-inf']	259
fungi	basidiomycota	polyporaceae	Trametes	elegans	United States	Maine	Aroostook Co.	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.458', '-inf', '-inf', '-inf', '-inf']	260
fungi	basidiomycota	polyporaceae	Trametes	elegans	United States	Maine	Aroostook Co.	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, Trametes'	['No', '', '', '\x00', '']	['36.667', '-inf', '-inf', '-inf', '-inf']	261
fungi	basidiomycota	polyporaceae	Trametes	elegans	United States	Maine	Aroostook Co.	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nTr'	['No', '', '', '\x00', '']	['35', '-inf', '-inf', '-inf', '-inf']	262
fungi	basidiomycota	polyporaceae	Trametes	elegans	United States	Maine	Aroostook Co.	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, there is no'	['No', 'Yes', '', '', '']	['34.167', '33.333', '-inf', '-inf', '-inf']	263
fungi	basidiomycota	polyporaceae	Trametes	elegans	United States	Maine	Aroostook Co.	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No.\n\nAcc'	['Yes', 'No', '', '', '']	['33.333', '32.083', '-inf', '-inf', '-inf']	264
fungi	basidiomycota	polyporaceae	Trametes	elegans	United States	Maine	Aroostook Co.	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.667', '-inf', '-inf', '-inf', '-inf']	265
fungi	basidiomycota	polyporaceae	Trametes	elegans	United States	Maine	Aroostook Co.	No	'Can one observe species Trametes elegans in Aroostook Co., Maine, United States? Only respond yes or no.'	'No, Trametes'	['No', '', '', '\x00', '']	['35', '-inf', '-inf', '-inf', '-inf']	266
plantae	bryophyta	pottiaceae	Didymodon	giganteus	Mexico	Veracruz De Ignacio De La Llave	Alto Lucero De Gutierrez Barrios	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['33.542', '-inf', '-inf', '-inf', '-inf']	267
plantae	bryophyta	pottiaceae	Didymodon	giganteus	Mexico	Veracruz De Ignacio De La Llave	Alto Lucero De Gutierrez Barrios	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35', '-inf', '-inf', '-inf', '-inf']	268
plantae	bryophyta	pottiaceae	Didymodon	giganteus	Mexico	Veracruz De Ignacio De La Llave	Alto Lucero De Gutierrez Barrios	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No.\n\nDid'	['No', '', '', '\x00', '']	['33.75', '-inf', '-inf', '-inf', '-inf']	269
plantae	bryophyta	pottiaceae	Didymodon	giganteus	Mexico	Veracruz De Ignacio De La Llave	Alto Lucero De Gutierrez Barrios	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['33.333', '-inf', '-inf', '-inf', '-inf']	270
plantae	bryophyta	pottiaceae	Didymodon	giganteus	Mexico	Veracruz De Ignacio De La Llave	Alto Lucero De Gutierrez Barrios	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['29.792', '-inf', '-inf', '-inf', '-inf']	271
plantae	bryophyta	pottiaceae	Didymodon	giganteus	Mexico	Veracruz De Ignacio De La Llave	Alto Lucero De Gutierrez Barrios	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['33.75', '-inf', '-inf', '-inf', '-inf']	272
plantae	bryophyta	pottiaceae	Didymodon	giganteus	Mexico	Veracruz De Ignacio De La Llave	Alto Lucero De Gutierrez Barrios	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['33.542', '-inf', '-inf', '-inf', '-inf']	273
plantae	marchantiophyta	lejeuneaceae	Cheilolejeunea	adnata	United States	Massachusetts	Worcester	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No.\n\nChe'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	274
plantae	marchantiophyta	lejeuneaceae	Cheilolejeunea	adnata	United States	Massachusetts	Worcester	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	275
plantae	marchantiophyta	lejeuneaceae	Cheilolejeunea	adnata	United States	Massachusetts	Worcester	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No, Cheilole'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	276
plantae	marchantiophyta	lejeuneaceae	Cheilolejeunea	adnata	United States	Massachusetts	Worcester	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['34.167', '-inf', '-inf', '-inf', '-inf']	277
plantae	marchantiophyta	lejeuneaceae	Cheilolejeunea	adnata	United States	Massachusetts	Worcester	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['34.583', '-inf', '-inf', '-inf', '-inf']	278
plantae	marchantiophyta	lejeuneaceae	Cheilolejeunea	adnata	United States	Massachusetts	Worcester	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	279
plantae	marchantiophyta	lejeuneaceae	Cheilolejeunea	adnata	United States	Massachusetts	Worcester	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No, Cheilole'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	280
plantae	charophyta	poaceae	Bromus	japonicus	United States	Connecticut	New London	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.458', '-inf', '-inf', '-inf', '-inf']	281
plantae	charophyta	poaceae	Bromus	japonicus	United States	Connecticut	New London	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No, Bromus'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	282
plantae	charophyta	poaceae	Bromus	japonicus	United States	Connecticut	New London	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No. Bromus'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	283
plantae	charophyta	poaceae	Bromus	japonicus	United States	Connecticut	New London	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No, Bromus'	['No', '', '', '\x00', '']	['32.917', '-inf', '-inf', '-inf', '-inf']	284
plantae	charophyta	poaceae	Bromus	japonicus	United States	Connecticut	New London	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No.\n\nAcc'	['No', '', '', '\x00', '']	['33.75', '-inf', '-inf', '-inf', '-inf']	285
plantae	charophyta	poaceae	Bromus	japonicus	United States	Connecticut	New London	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['33.542', '-inf', '-inf', '-inf', '-inf']	286
plantae	charophyta	poaceae	Bromus	japonicus	United States	Connecticut	New London	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['34.583', '-inf', '-inf', '-inf', '-inf']	287
animalia	porifera	chalinidae	Haliclona	melana	Brazil	Alagoas	Marechal Deodoro Co.	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['32.292', '30.417', '-inf', '-inf', '-inf']	288
animalia	porifera	chalinidae	Haliclona	melana	Brazil	Alagoas	Marechal Deodoro Co.	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No'	['No', 'Yes', '', '', '']	['32.708', '31.667', '-inf', '-inf', '-inf']	289
animalia	porifera	chalinidae	Haliclona	melana	Brazil	Alagoas	Marechal Deodoro Co.	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'Yes.'	['Yes', 'No', '', '', '']	['32.5', '32.5', '-inf', '-inf', '-inf']	290
animalia	porifera	chalinidae	Haliclona	melana	Brazil	Alagoas	Marechal Deodoro Co.	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'Yes, Halicl'	['Yes', '', '', '\x00', '']	['31.875', '-inf', '-inf', '-inf', '-inf']	291
animalia	porifera	chalinidae	Haliclona	melana	Brazil	Alagoas	Marechal Deodoro Co.	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'Yes, Halicl'	['Yes', 'No', '', '', '']	['30.208', '29.583', '-inf', '-inf', '-inf']	292
animalia	porifera	chalinidae	Haliclona	melana	Brazil	Alagoas	Marechal Deodoro Co.	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'Yes'	['No', 'Yes', '', '', '']	['30.833', '30.625', '-inf', '-inf', '-inf']	293
animalia	porifera	chalinidae	Haliclona	melana	Brazil	Alagoas	Marechal Deodoro Co.	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No.\n\nH'	['No', 'Yes', '', '', '']	['32.083', '31.042', '-inf', '-inf', '-inf']	294
animalia	porifera	chalinidae	Haliclona	caerulea	United States	New Hampshire	Rockingham	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	295
animalia	porifera	chalinidae	Haliclona	caerulea	United States	New Hampshire	Rockingham	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['37.083', '-inf', '-inf', '-inf', '-inf']	296
animalia	porifera	chalinidae	Haliclona	caerulea	United States	New Hampshire	Rockingham	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No, Halicl'	['No', '', '', '\x00', '']	['33.958', '-inf', '-inf', '-inf', '-inf']	297
animalia	porifera	chalinidae	Haliclona	caerulea	United States	New Hampshire	Rockingham	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'Yes'	['No', 'Yes', '', '', '']	['33.125', '31.458', '-inf', '-inf', '-inf']	298
animalia	porifera	chalinidae	Haliclona	caerulea	United States	New Hampshire	Rockingham	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['32.292', '-inf', '-inf', '-inf', '-inf']	299
animalia	porifera	chalinidae	Haliclona	caerulea	United States	New Hampshire	Rockingham	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No, Halicl'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	300
animalia	porifera	chalinidae	Haliclona	caerulea	United States	New Hampshire	Rockingham	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No, Halicl'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	301
plantae	marchantiophyta	frullaniaceae	Frullania	californica	Sweden	Uppland	Uppsala	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No. Frullania'	['No', '', '', '\x00', '']	['34.792', '-inf', '-inf', '-inf', '-inf']	302
plantae	marchantiophyta	frullaniaceae	Frullania	californica	Sweden	Uppland	Uppsala	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No, Frullania'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	303
plantae	marchantiophyta	frullaniaceae	Frullania	californica	Sweden	Uppland	Uppsala	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No.\n\nFr'	['No', '', '', '\x00', '']	['35', '-inf', '-inf', '-inf', '-inf']	304
plantae	marchantiophyta	frullaniaceae	Frullania	californica	Sweden	Uppland	Uppsala	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['32.708', '-inf', '-inf', '-inf', '-inf']	305
plantae	marchantiophyta	frullaniaceae	Frullania	californica	Sweden	Uppland	Uppsala	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['34.375', '-inf', '-inf', '-inf', '-inf']	306
plantae	marchantiophyta	frullaniaceae	Frullania	californica	Sweden	Uppland	Uppsala	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35', '-inf', '-inf', '-inf', '-inf']	307
plantae	marchantiophyta	frullaniaceae	Frullania	californica	Sweden	Uppland	Uppsala	No	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['33.333', '-inf', '-inf', '-inf', '-inf']	308
animalia	annelida	nereididae	Alitta	succinea	United States	Maryland	Anne Arundel County	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.667', '-inf', '-inf', '-inf', '-inf']	309
animalia	annelida	nereididae	Alitta	succinea	United States	Maryland	Anne Arundel County	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	310
animalia	annelida	nereididae	Alitta	succinea	United States	Maryland	Anne Arundel County	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No, it is not'	['No', '', '', '\x00', '']	['33.958', '-inf', '-inf', '-inf', '-inf']	311
animalia	annelida	nereididae	Alitta	succinea	United States	Maryland	Anne Arundel County	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No, there is no'	['No', 'Yes', '', '', '']	['33.958', '31.875', '-inf', '-inf', '-inf']	312
animalia	annelida	nereididae	Alitta	succinea	United States	Maryland	Anne Arundel County	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No\n\nAlit'	['No', '', '', '\x00', '']	['34.792', '-inf', '-inf', '-inf', '-inf']	313
animalia	annelida	nereididae	Alitta	succinea	United States	Maryland	Anne Arundel County	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.042', '-inf', '-inf', '-inf', '-inf']	314
animalia	annelida	nereididae	Alitta	succinea	United States	Maryland	Anne Arundel County	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['33.958', '-inf', '-inf', '-inf', '-inf']	315
animalia	brachiopoda	rugosochonetidae	Chonetinetes	reversus	United States	Texas	Brewster County	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	316
animalia	brachiopoda	rugosochonetidae	Chonetinetes	reversus	United States	Texas	Brewster County	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	317
animalia	brachiopoda	rugosochonetidae	Chonetinetes	reversus	United States	Texas	Brewster County	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No.\n\nCh'	['No', '', '', '\x00', '']	['34.583', '-inf', '-inf', '-inf', '-inf']	318
animalia	brachiopoda	rugosochonetidae	Chonetinetes	reversus	United States	Texas	Brewster County	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['34.167', '-inf', '-inf', '-inf', '-inf']	319
animalia	brachiopoda	rugosochonetidae	Chonetinetes	reversus	United States	Texas	Brewster County	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No.\n\nAcc'	['No', '', '', '\x00', '']	['33.958', '-inf', '-inf', '-inf', '-inf']	320
animalia	brachiopoda	rugosochonetidae	Chonetinetes	reversus	United States	Texas	Brewster County	Yes	'Is species Listera cordata present in Cass, Minnesota, United States? Only respond yes or no.'	'No. According to the'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	321
